rssi,node,millis
-71.43010609450913,192.168.4.7,14576
-64.7217094962814,192.168.4.10,14576
-55.88240504190499,192.168.4.11,14576
-68.70460236431646,192.168.4.6,14592
-66.58510468350559,192.168.4.5,14592
-71.47897175994056,192.168.4.7,14592
-55.91719212599363,192.168.4.11,14592
-64.7303717696208,192.168.4.10,14592
-60.99334495705519,192.168.4.9,14592
-64.70763768486133,192.168.4.10,14608
-80.37165616867034,192.168.4.3,14608
-66.5980190176715,192.168.4.5,14608
-68.74492394004284,192.168.4.6,14608
-55.95089640116949,192.168.4.11,14608
-60.99355210686388,192.168.4.9,14608
-71.43293620385441,192.168.4.7,14608
-68.87737080026616,192.168.4.6,14624
-66.57940464164781,192.168.4.5,14624
-64.81011815706705,192.168.4.10,14624
-71.45058704601922,192.168.4.7,14624
-80.23558002825588,192.168.4.3,14624
-61.08713303408656,192.168.4.9,14624
-55.98355157180176,192.168.4.11,14624
-64.87828201741735,192.168.4.10,14640
-61.11554760770409,192.168.4.9,14640
-55.9840635576752,192.168.4.11,14640
-68.94344142630041,192.168.4.6,14640
-66.6236231286795,192.168.4.5,14640
-71.37430828283078,192.168.4.7,14640
-56.01568634218081,192.168.4.11,14656
-68.94520191275298,192.168.4.6,14656
-61.1430777276083,192.168.4.9,14656
-64.88207070016496,192.168.4.10,14656
-66.60421178042625,192.168.4.5,14656
-68.9469076007449,192.168.4.6,14672
-71.61167113505057,192.168.4.7,14672
-66.64765810236598,192.168.4.5,14672
-80.4150085365185,192.168.4.3,14672
-64.85461472390348,192.168.4.10,14672
-56.01519807756892,192.168.4.11,14672
-61.16975092403867,192.168.4.9,14672
-71.5615050818528,192.168.4.7,14688
-66.62749862399568,192.168.4.5,14688
-68.85517986606924,192.168.4.6,14688
-61.19559387030035,192.168.4.9,14688
-64.85914009209064,192.168.4.10,14688
-55.98359827665736,192.168.4.11,14688
-55.984108808738135,192.168.4.11,14720
-66.63909337345527,192.168.4.5,14720
-68.89081442334593,192.168.4.6,14720
-64.80127114107762,192.168.4.10,14720
-61.15837893270903,192.168.4.9,14720
-61.15344911319704,192.168.4.9,14752
-71.82416783892587,192.168.4.7,14752
-68.86308624678138,192.168.4.6,14752
-66.58807375787747,192.168.4.5,14752
-56.01573018338954,192.168.4.11,14752
-64.77633019092102,192.168.4.10,14752
-80.49547127361265,192.168.4.3,14768
-66.56976894526338,192.168.4.5,14768
-61.17979948024136,192.168.4.9,14768
-64.78329230058559,192.168.4.10,14768
-56.046367287655016,192.168.4.11,14768
-68.86734792947465,192.168.4.6,14768
-71.79851418878883,192.168.4.7,14768
-56.01379729223293,192.168.4.11,14800
-66.61428736000461,192.168.4.5,14800
-68.87147695943852,192.168.4.6,14800
-80.35554129088091,192.168.4.3,14800
-71.71140559228601,192.168.4.7,14800
-64.75891097297422,192.168.4.10,14800
-61.174202909146494,192.168.4.9,14800
-71.68926186230321,192.168.4.7,14816
-56.01336782760172,192.168.4.11,14816
-61.16878054112789,192.168.4.9,14816
-66.62629333290059,192.168.4.5,14816
-64.7352885563708,192.168.4.10,14816
-80.18884006286092,192.168.4.3,14816
-68.84435070198086,192.168.4.6,14816
-71.63668066407239,192.168.4.7,14832
-61.28803389732511,192.168.4.9,14832
-66.60679886992479,192.168.4.5,14832
-64.71240142835558,192.168.4.10,14832
-80.02732776620603,192.168.4.3,14832
-68.7869420372582,192.168.4.6,14832
-56.01295173080451,192.168.4.11,14832
-64.75248016080353,192.168.4.10,14848
-68.76244708158775,192.168.4.6,14848
-71.64798960699719,192.168.4.7,14848
-61.40357528428172,192.168.4.9,14848
-66.61903793502348,192.168.4.5,14848
-55.98142185321114,192.168.4.11,14848
-64.82243810284922,192.168.4.10,14864
-79.90196973206108,192.168.4.3,14864
-68.80096809155096,192.168.4.6,14864
-66.63089603805709,192.168.4.5,14864
-55.9820001302134,192.168.4.11,14864
-61.51552024366869,192.168.4.9,14864
-71.59669307931829,192.168.4.7,14864
-64.82796502398551,192.168.4.10,14880
-68.80716330921196,192.168.4.6,14880
-55.98256040733875,192.168.4.11,14880
-66.64238503712863,192.168.4.5,14880
-61.468347047071454,192.168.4.9,14880
-55.95197651290784,192.168.4.11,14896
-61.95179668314177,192.168.4.9,14896
-79.6560063513606,192.168.4.3,14896
-65.11346047519805,192.168.4.10,14896
-68.78203893511962,192.168.4.6,14896
-66.6535164212372,192.168.4.5,14896
-61.92217036089688,192.168.4.9,14912
-68.7576966024573,192.168.4.6,14912
-65.14105555112054,192.168.4.10,14912
-66.6643013217669,192.168.4.5,14912
-55.95347132711009,192.168.4.11,14912
-61.831212742037735,192.168.4.9,14928
-55.98604634425397,192.168.4.11,14928
-68.73411196866655,192.168.4.6,14928
-79.38657225129508,192.168.4.3,14928
-66.64362379441464,192.168.4.5,14928
-65.13666495314745,192.168.4.10,14928
-55.98648067594956,192.168.4.11,14944
-66.62358989085695,192.168.4.5,14944
-61.77421307104987,192.168.4.9,14944
-65.07015756131563,192.168.4.10,14944
-71.57811997492739,192.168.4.7,14944
-68.71126144890822,192.168.4.6,14944
-61.718987614096406,192.168.4.9,14960
-66.57305284798683,192.168.4.5,14960
-65.06797378588952,192.168.4.10,14960
-55.95577475697593,192.168.4.11,14960
-68.62686869492872,192.168.4.6,14960
-71.52899826059253,192.168.4.7,14976
-61.6654811456332,192.168.4.9,14976
-65.06585798425098,192.168.4.10,14976
-68.60735631129958,192.168.4.6,14976
-55.95715134422824,192.168.4.11,14976
-65.09493476997042,192.168.4.10,14992
-61.61364015911248,192.168.4.9,14992
-56.02073854498802,192.168.4.11,14992
-68.58845128539409,192.168.4.6,14992
-66.55521558716835,192.168.4.5,14992
-56.02009302187744,192.168.4.11,15024
-61.56341281347562,192.168.4.9,15024
-71.45027881473692,192.168.4.7,15024
-66.56906027114037,192.168.4.5,15024
-79.28115899073741,192.168.4.3,15024
-65.02972630235499,192.168.4.10,15024
-68.5701347120585,192.168.4.6,15024
-56.050594322656295,192.168.4.11,15040
-61.54587561364004,192.168.4.9,15040
-64.99767429043499,192.168.4.10,15040
-66.64472747378971,192.168.4.5,15040
-71.34288291803537,192.168.4.7,15040
-68.49013478580518,192.168.4.6,15040
-68.47487848606285,192.168.4.6,15056
-61.49775755749712,192.168.4.9,15056
-64.96661995282439,192.168.4.10,15056
-56.04901948679692,192.168.4.11,15056
-71.3633368239223,192.168.4.7,15056
-66.56240575789721,192.168.4.5,15088
-64.93653223518388,192.168.4.10,15088
-56.04749367043402,192.168.4.11,15088
-71.32090060696993,192.168.4.7,15088
-61.48226399142528,192.168.4.9,15088
-68.46009706566403,192.168.4.6,15088
-71.2797852907255,192.168.4.7,15104
-56.07714207832632,192.168.4.11,15104
-68.47690248488342,192.168.4.6,15104
-61.467252689513046,192.168.4.9,15104
-64.96963450844623,192.168.4.10,15104
-66.51377317696598,192.168.4.5,15104
-56.07474089764468,192.168.4.11,15120
-61.42158190881355,192.168.4.9,15120
-68.43093132375084,192.168.4.6,15120
-71.27107648959756,192.168.4.7,15120
-66.52890782761774,192.168.4.5,15120
-64.97057968688245,192.168.4.10,15120
-61.37733271045974,192.168.4.9,15136
-71.23151203527617,192.168.4.7,15136
-64.9714954450051,192.168.4.10,15136
-66.57469811529987,192.168.4.5,15136
-68.35526435580014,192.168.4.6,15136
-56.041287727460215,192.168.4.11,15136
-56.07112930583974,192.168.4.11,15152
-68.34420613470792,192.168.4.6,15152
-64.94125596926784,192.168.4.10,15152
-61.27220738253119,192.168.4.9,15152
-66.52568291348884,192.168.4.5,15152
-64.94308447881033,192.168.4.10,15168
-68.33349212020342,192.168.4.6,15168
-56.100042013391466,192.168.4.11,15168
-61.29486118771187,192.168.4.9,15168
-66.4470666653888,192.168.4.5,15168
-71.16205236339722,192.168.4.7,15168
-71.06362801436805,192.168.4.7,15200
-66.46427767156236,192.168.4.5,15200
-64.88260261424631,192.168.4.10,15200
-56.09692803263162,192.168.4.11,15200
-61.25455639172689,192.168.4.9,15200
-68.35423833659588,192.168.4.6,15200
-64.85513008160487,192.168.4.10,15216
-56.12503771005873,192.168.4.11,15216
-68.37433879057602,192.168.4.6,15216
-71.09277421198385,192.168.4.7,15216
-61.215506152433,192.168.4.9,15216
-66.41869949700225,192.168.4.5,15216
-61.14654468870077,192.168.4.9,15232
-64.89076613761735,192.168.4.10,15232
-56.15227242509176,192.168.4.11,15232
-66.3745400219393,192.168.4.5,15232
-71.05875972458489,192.168.4.7,15232
-68.36268684538952,192.168.4.6,15232
-66.39400854530338,192.168.4.5,15248
-64.86303950120292,192.168.4.10,15248
-56.14753268242487,192.168.4.11,15248
-61.11085650086984,192.168.4.9,15248
-68.35139758741907,192.168.4.6,15248
-71.11918418566012,192.168.4.7,15248
-66.41287107721271,192.168.4.5,15264
-61.10740590042472,192.168.4.9,15264
-64.86730263356995,192.168.4.10,15264
-68.34045972737314,192.168.4.6,15264
-56.1740672024354,192.168.4.11,15264
-71.17772783083433,192.168.4.7,15264
-61.104062705899935,192.168.4.9,15280
-71.17219574471531,192.168.4.7,15280
-64.90255979783711,192.168.4.10,15280
-56.23090251949891,192.168.4.11,15280
-66.46227320940159,192.168.4.5,15280
-68.36098906324187,192.168.4.6,15280
-61.13195030459089,192.168.4.9,15328
-64.90559279262924,192.168.4.10,15328
-68.3497526521623,192.168.4.6,15328
-66.44788415639505,192.168.4.5,15328
-56.28596873891844,192.168.4.11,15328
-61.096716392619335,192.168.4.9,15344
-71.07345566583915,192.168.4.7,15344
-64.90853138021325,192.168.4.10,15344
-68.33886599401242,192.168.4.6,15344
-56.37044765677332,192.168.4.11,15344
-66.49619644594956,192.168.4.5,15344
-61.09370592754696,192.168.4.9,15360
-64.8491250406641,192.168.4.10,15360
-56.35891683265378,192.168.4.11,15360
-66.48075147354535,192.168.4.5,15360
-68.42169840628831,192.168.4.6,15360
-66.49691398181697,192.168.4.5,15376
-71.04004250171498,192.168.4.7,15376
-64.8226945554214,192.168.4.10,15376
-56.347744925394345,192.168.4.11,15376
-61.059662438146816,192.168.4.9,15376
-68.47082578077972,192.168.4.6,15376
-68.48729724597811,192.168.4.6,15392
-56.33692076308525,192.168.4.11,15392
-64.82821349398932,192.168.4.10,15392
-66.5437001332726,192.168.4.5,15392
-61.02667861132793,192.168.4.9,15392
-66.65128344326575,192.168.4.5,15408
-56.32643352156194,192.168.4.11,15408
-64.83356064605019,192.168.4.10,15408
-68.47212927433488,192.168.4.6,15408
-71.00766938012974,192.168.4.7,15408
-60.96359473310852,192.168.4.9,15408
-70.9451771985076,192.168.4.7,15424
-56.34739944325152,192.168.4.11,15424
-60.9024744498559,192.168.4.9,15424
-66.78664476590416,192.168.4.5,15424
-64.80761462951202,192.168.4.10,15424
-68.45743343223906,192.168.4.6,15424
-64.78247622760769,192.168.4.10,15440
-66.85553927490398,192.168.4.5,15440
-60.84325664126568,192.168.4.9,15440
-68.50544849028128,192.168.4.6,15440
-56.336586034703664,192.168.4.11,15440
-70.91575692358093,192.168.4.7,15440
-66.86003586477437,192.168.4.5,15456
-56.32610921220927,192.168.4.11,15456
-60.78588208951004,192.168.4.9,15456
-68.52084226307011,192.168.4.6,15456
-70.88725240560495,192.168.4.7,15456
-64.78924703117401,192.168.4.10,15456
-60.69916669008786,192.168.4.9,15488
-68.53575687789274,192.168.4.6,15488
-64.73355362329688,192.168.4.10,15488
-66.89551921971163,192.168.4.5,15488
-56.347085228533786,192.168.4.11,15488
-70.85963514005924,192.168.4.7,15488
-70.8640042390712,192.168.4.7,15504
-56.3362816004889,192.168.4.11,15504
-60.64627718749231,192.168.4.9,15504
-68.48795378431919,192.168.4.6,15504
-64.71072049828541,192.168.4.10,15504
-66.86764463546443,192.168.4.5,15504
-70.80598388355223,192.168.4.7,15520
-66.9028911542568,192.168.4.5,15520
-60.56390723238196,192.168.4.9,15520
-64.68859809377518,192.168.4.10,15520
-68.50389210981459,192.168.4.6,15520
-56.325814254060006,192.168.4.11,15520
-64.66716428736143,192.168.4.10,15552
-71.06103680568049,192.168.4.7,15552
-66.87478710579936,192.168.4.5,15552
-56.34679945142188,192.168.4.11,15552
-68.45708086294943,192.168.4.6,15552
-60.54635464432413,192.168.4.9,15552
-71.09026365891073,192.168.4.7,15584
-68.44285342944566,192.168.4.6,15584
-56.367131448208646,192.168.4.11,15584
-64.77090456215339,192.168.4.10,15584
-66.87868457364974,192.168.4.5,15584
-60.65385533002708,192.168.4.9,15584
-56.35570384693501,192.168.4.11,15600
-60.72688314108601,192.168.4.9,15600
-79.08564645828153,192.168.4.3,15600
-68.42906884952579,192.168.4.6,15600
-71.11858077578145,192.168.4.7,15600
-64.87141574149636,192.168.4.10,15600
-60.7353843757303,192.168.4.9,15616
-68.41571333859592,192.168.4.6,15616
-71.14601647341121,192.168.4.7,15616
-78.86509282705858,192.168.4.3,15616
-56.31350522005388,192.168.4.11,15616
-64.96879833657071,192.168.4.10,15616
-66.88246072607376,192.168.4.5,15616
-56.30374682788781,192.168.4.11,15632
-66.85499261002188,192.168.4.5,15632
-71.14147145816501,192.168.4.7,15632
-65.06314972997242,192.168.4.10,15632
-60.77474772440428,192.168.4.9,15632
-78.68253117927287,192.168.4.3,15632
-68.4027735411324,192.168.4.6,15632
-60.81288582072994,192.168.4.9,15648
-56.2631654531236,192.168.4.11,15648
-65.15456427309573,192.168.4.10,15648
-68.3902365173262,192.168.4.6,15648
-66.82837948658005,192.168.4.5,15648
-71.51058866629137,192.168.4.7,15664
-68.4403431925633,192.168.4.6,15664
-66.77146801342288,192.168.4.5,15664
-60.818710073195206,192.168.4.9,15664
-65.18087992204134,192.168.4.10,15664
-56.223847243849896,192.168.4.11,15664
-66.7474547374811,192.168.4.5,15680
-65.20637645090693,192.168.4.10,15680
-68.4888902105965,192.168.4.6,15680
-60.82435303572419,192.168.4.9,15680
-78.59903254660934,192.168.4.3,15680
-56.248006340669725,192.168.4.11,15680
-56.24028671441541,192.168.4.11,15696
-60.82982035128027,192.168.4.9,15696
-66.78644237468068,192.168.4.5,15696
-71.55694916971946,192.168.4.7,15696
-65.23107935622156,192.168.4.10,15696
-68.62930631139426,192.168.4.6,15696
-78.4247525631866,192.168.4.3,15712
-65.22388661167254,192.168.4.10,15712
-71.53961316367348,192.168.4.7,15712
-60.86624421672335,192.168.4.9,15712
-56.29506083364808,192.168.4.11,15712
-68.57859133234601,192.168.4.6,15712
-71.52281677079866,192.168.4.7,15728
-66.76196299585108,192.168.4.5,15728
-68.56058167572328,192.168.4.6,15728
-60.83928086728887,192.168.4.9,15728
-65.21691775373566,192.168.4.10,15728
-56.31700328430299,192.168.4.11,15728
-78.28702418157788,192.168.4.3,15728
-68.51200587022126,192.168.4.6,15744
-65.21016581355293,192.168.4.10,15744
-71.53766992399966,192.168.4.7,15744
-56.33826273822747,192.168.4.11,15744
-60.84428352825872,192.168.4.9,15744
-66.76937230921925,192.168.4.5,15744
-56.32773372552481,192.168.4.11,15760
-65.20362403918415,192.168.4.10,15760
-66.71429753649286,192.168.4.5,15760
-60.88025720223538,192.168.4.9,15760
-68.49606880144557,192.168.4.6,15760
-56.31753244655391,192.168.4.11,15776
-60.94623786284136,192.168.4.9,15776
-71.5209340178267,192.168.4.7,15776
-68.48062780155762,192.168.4.6,15776
-66.75431724890863,192.168.4.5,15776
-65.1972858888549,192.168.4.10,15776
-56.338775429369335,192.168.4.11,15792
-66.73083782016955,192.168.4.5,15792
-60.97903803179029,192.168.4.9,15792
-65.19114502441484,192.168.4.10,15792
-71.53584577496432,192.168.4.7,15792
-68.43454069913702,192.168.4.6,15792
-56.35935718760306,192.168.4.11,15808
-68.45214159831235,192.168.4.6,15808
-65.21632203421244,192.168.4.10,15808
-66.67696250004879,192.168.4.5,15808
-60.97969050930319,192.168.4.9,15808
-61.042576136167376,192.168.4.9,15824
-71.48803991930879,192.168.4.7,15824
-56.37929830301431,192.168.4.11,15824
-68.43806790873838,192.168.4.6,15824
-65.20958863683086,192.168.4.10,15824
-66.71814433003367,192.168.4.5,15824
-56.36749198740817,192.168.4.11,15840
-78.21583645034745,192.168.4.3,15840
-68.3933055569289,192.168.4.6,15840
-65.20306482808638,192.168.4.10,15840
-61.0723776097055,192.168.4.9,15840
-71.44172210358761,192.168.4.7,15840
-66.72691757514671,192.168.4.5,15840
-61.101251460829126,192.168.4.9,15856
-65.19674408417025,192.168.4.10,15856
-66.76654446703675,192.168.4.5,15856
-68.381063240995,192.168.4.6,15856
-56.44943335170812,192.168.4.11,15856
-71.36571928071162,192.168.4.7,15856
-65.1283666259176,192.168.4.10,15872
-71.26095544786963,192.168.4.7,15872
-68.36920198834747,192.168.4.6,15872
-56.46657069073013,192.168.4.11,15872
-61.129226563391576,192.168.4.9,15872
-66.77381117419196,192.168.4.5,15872
-65.12437099271307,192.168.4.10,15888
-68.35770993772952,192.168.4.6,15888
-61.12520416312518,192.168.4.9,15888
-56.42092114185173,192.168.4.11,15888
-71.19057929976648,192.168.4.7,15888
-66.78085169252137,192.168.4.5,15888
-66.72541960413965,192.168.4.5,15904
-71.21577391876002,192.168.4.7,15904
-68.28432213712777,192.168.4.6,15904
-65.12049973050138,192.168.4.10,15904
-56.40781924341823,192.168.4.11,15904
-61.121306967024616,192.168.4.9,15904
-66.7028396645639,192.168.4.5,15920
-61.1486578072455,192.168.4.9,15920
-56.39512516423255,192.168.4.11,15920
-68.2443453888199,192.168.4.6,15920
-71.24018431166654,192.168.4.7,15920
-65.11674896802032,192.168.4.10,15920
-65.08198822529886,192.168.4.10,15936
-61.112903846571925,192.168.4.9,15936
-71.26383488887947,192.168.4.7,15936
-66.64983583545092,192.168.4.5,15936
-56.382826210215086,192.168.4.11,15936
-68.23673971590294,192.168.4.6,15936
-66.5984818421734,192.168.4.5,15952
-68.22937078272243,192.168.4.6,15952
-71.2244958424768,192.168.4.7,15952
-65.07943620001173,192.168.4.10,15952
-61.20276970710124,192.168.4.9,15952
-56.37091008241147,192.168.4.11,15952
-56.4838717817646,192.168.4.11,15968
-65.04583688171697,192.168.4.10,15968
-66.64210651834348,192.168.4.5,15968
-68.19110449053763,192.168.4.6,15968
-71.24863475041788,192.168.4.7,15968
-61.32096506661679,192.168.4.9,15968
-56.53106389434269,192.168.4.11,15984
-71.30314902234922,192.168.4.7,15984
-68.24740949224042,192.168.4.6,15984
-61.40435466182271,192.168.4.9,15984
-78.20911815441868,192.168.4.3,15984
-66.7155000302337,192.168.4.5,15984
-65.04441012951206,192.168.4.10,15984
-71.26258625556918,192.168.4.7,16000
-68.3019619033097,192.168.4.6,16000
-56.51453361228376,192.168.4.11,16000
-61.48514861165213,192.168.4.9,16000
-65.04302778743669,192.168.4.10,16000
-56.56077132235362,192.168.4.11,16032
-71.25441280429017,192.168.4.7,16032
-61.47004752214477,192.168.4.9,16032
-68.38594300586922,192.168.4.6,16032
-66.78660904215413,192.168.4.5,16032
-65.10394193156213,192.168.4.10,16032
-56.54331634522987,192.168.4.11,16048
-66.76212447551131,192.168.4.5,16048
-65.19408674682433,192.168.4.10,16048
-68.49843678094001,192.168.4.6,16048
-71.27762049505347,192.168.4.7,16048
-61.45541648016567,192.168.4.9,16048
-56.52640468445488,192.168.4.11,16064
-68.51404880365804,192.168.4.6,16064
-71.30010580630861,192.168.4.7,16064
-65.18804546121343,192.168.4.10,16064
-61.44124085467229,192.168.4.9,16064
-66.7695287625458,192.168.4.5,16064
-68.49804814553768,192.168.4.6,16080
-71.88217234955478,192.168.4.7,16080
-65.15106549185803,192.168.4.10,16080
-56.541146157614456,192.168.4.11,16080
-61.42750647003865,192.168.4.9,16080
-66.74557584914106,192.168.4.5,16080
-68.45141880599925,192.168.4.6,16096
-66.72236851158546,192.168.4.5,16096
-61.38307286259809,192.168.4.9,16096
-65.11523658799508,192.168.4.10,16096
-71.85471320969533,192.168.4.7,16096
-56.55542877692903,192.168.4.11,16096
-61.3400223280341,192.168.4.9,16112
-68.43736761490396,192.168.4.6,16112
-65.08052292072068,192.168.4.10,16112
-56.56926682501814,192.168.4.11,16112
-66.73101027174323,192.168.4.5,16112
-71.7347285953618,192.168.4.7,16112
-61.298311815810855,192.168.4.9,16128
-65.0468897763675,192.168.4.10,16128
-71.6184787096365,192.168.4.7,16128
-66.6460028545674,192.168.4.5,16128
-56.55154741069099,192.168.4.11,16128
-68.42375379144373,192.168.4.6,16128
-61.25789961541498,192.168.4.9,16144
-56.565506273013966,192.168.4.11,16144
-68.41056372179328,192.168.4.6,16144
-66.59476816944793,192.168.4.5,16144
-71.50584730263255,192.168.4.7,16144
-65.01430352179112,192.168.4.10,16144
-66.54512825249792,192.168.4.5,16160
-65.01385829994166,192.168.4.10,16160
-61.21874531464503,192.168.4.9,16160
-71.39672174294188,192.168.4.7,16160
-68.36665748637834,192.168.4.6,16160
-56.54790391237336,192.168.4.11,16160
-71.32211963422672,192.168.4.7,16176
-56.56197618488005,192.168.4.11,16176
-66.55928692220395,192.168.4.5,16176
-65.01342693639214,192.168.4.10,16176
-61.2119364884592,192.168.4.9,16176
-78.10922861859824,192.168.4.3,16176
-68.35524463798639,192.168.4.6,16176
-64.98188227057466,192.168.4.10,16192
-66.5730048788322,192.168.4.5,16192
-61.23646632801973,192.168.4.9,16192
-56.54448370433916,192.168.4.11,16192
-71.24983964515201,192.168.4.7,16192
-68.34418703424512,192.168.4.6,16192
-64.98244621623228,192.168.4.10,16208
-68.33347361754967,192.168.4.6,16208
-56.49640897827563,192.168.4.11,16208
-61.22910590465001,192.168.4.9,16208
-71.21093622494847,192.168.4.7,16208
-61.19084785793657,192.168.4.9,16224
-71.14211701175351,192.168.4.7,16224
-66.6485492987428,192.168.4.5,16224
-56.51208411965015,192.168.4.11,16224
-78.01244833396673,192.168.4.3,16224
-68.29196694504665,192.168.4.6,16224
-64.95186587890207,192.168.4.10,16224
-68.25175223952694,192.168.4.6,16240
-61.21603411758213,192.168.4.9,16240
-64.98449086585886,192.168.4.10,16240
-71.01318645713873,192.168.4.7,16240
-66.65948880954859,192.168.4.5,16240
-56.496144615917,192.168.4.11,16240
-66.7012145383657,192.168.4.5,16272
-64.98497361447745,192.168.4.10,16272
-68.24391601568936,192.168.4.6,16272
-71.01277600585804,192.168.4.7,16272
-77.8875537384567,192.168.4.3,16272
-61.20930968209666,192.168.4.9,16272
-56.542954715249806,192.168.4.11,16272
-70.95012487215082,192.168.4.7,16288
-66.6482612941159,192.168.4.5,16288
